ID,desc::Transcription,Function_x,Function_y,Content,Distribution,Form,desc::Repetition,desc::Words,desc::Syllables,desc::Duration
D01_02BF47_282,sì esatto,agreement,incipient speakership,lexical,overlap,multiunit,nonrepeated,2,6,1.94
D04_08BF55_124,sì,agreement,continuer,lexical,overlap,simple,nonrepeated,1,1,0.41
D04_08BF55_162,no,agreement,continuer,lexical,overlap,simple,nonrepeated,1,1,0.33
D04_08BF55_186,esatto,agreement,continuer,lexical,overlap,simple,nonrepeated,1,3,0.67
D04_08BF55_214,certo,agreement,continuer,lexical,overlap,simple,nonrepeated,1,2,0.6
D02_03BM59_60,sì però eh,agreement,incipient speakership,mixed,overlap,multiunit,nonrepeated,3,4,1.44
D04_08BF55_226,certo,agreement,continuer,lexical,overlap,simple,nonrepeated,1,2,0.52
D04_08BF55_228,esatto,agreement,continuer,lexical,overlap,simple,nonrepeated,1,3,0.58
D04_08BF55_236,esatto,agreement,continuer,lexical,overlap,simple,nonrepeated,1,3,0.54
D04_08BF55_252,esatto,agreement,continuer,lexical,silence,simple,nonrepeated,1,3,0.6
D02_03BM59_70,sì sì questo è vero,agreement,incipient speakership,lexical,overlap,multiunit,repeated,3,7,0.89
D02_03BM59_118,sì sì,agreement,incipient speakership,lexical,overlap,multiunit,repeated,2,2,0.58
D02_04BM56_26,no no,agreement,incipient speakership,lexical,overlap,multiunit,repeated,2,2,0.25
D05_09BF52_2,sì,agreement,continuer,lexical,overlap,simple,nonrepeated,1,1,0.37
D02_04BM56_50,sì sì sì,agreement,incipient speakership,lexical,overlap,multiunit,repeated,3,3,0.54
D02_04BM56_52,sì sì,agreement,incipient speakership,lexical,overlap,multiunit,repeated,2,2,0.46
D02_04BM56_80,sì sì,agreement,incipient speakership,lexical,overlap,multiunit,repeated,2,2,0.54
D05_09BF52_10,sì,agreement,continuer,lexical,overlap,simple,nonrepeated,1,1,0.38
D05_09BF52_20,chiaro,agreement,continuer,lexical,overlap,simple,nonrepeated,1,2,0.32
D02_04BM56_84,sì sì,agreement,incipient speakership,lexical,silence,multiunit,repeated,2,2,0.33
D02_04BM56_88,sì sì,agreement,incipient speakership,lexical,overlap,multiunit,repeated,2,2,0.43
D02_04BM56_108,ah no,agreement,incipient speakership,mixed,overlap,multiunit,nonrepeated,2,2,0.18
D05_09BF52_24,chiaro,agreement,continuer,lexical,silence,simple,nonrepeated,1,2,0.36
D02_04BM56_114,no no beh,agreement,incipient speakership,mixed,overlap,multiunit,repeated,3,3,0.87
D02_04BM56_134,no no certo,agreement,incipient speakership,lexical,overlap,multiunit,repeated,3,4,0.99
D02_04BM56_144,eh chiaro,agreement,incipient speakership,mixed,overlap,multiunit,nonrepeated,2,3,1.95
D02_04BM56_158,sì sì,agreement,incipient speakership,lexical,overlap,multiunit,repeated,2,2,0.58
D02_04BM56_160,ah beh certo,agreement,incipient speakership,mixed,overlap,multiunit,nonrepeated,3,4,0.8
D05_09BF52_32,assolutamente,agreement,continuer,lexical,silence,simple,nonrepeated,1,6,1.02
D05_09BF52_34,mhmh,agreement,continuer,nonlexical,overlap,simple,nonrepeated,1,2,0.41
D02_04BM56_166,mh eh beh è quello,agreement,incipient speakership,mixed,overlap,multiunit,nonrepeated,4,6,1.19
D05_09BF52_50,mh,agreement,continuer,nonlexical,silence,simple,nonrepeated,1,1,0.19
D02_04BM56_172,sì sì,agreement,incipient speakership,lexical,overlap,multiunit,repeated,2,2,0.42
D02_04BM56_180,ah sì sì,agreement,incipient speakership,mixed,overlap,multiunit,repeated,3,3,1.28
D05_10BF52_8,è vero,agreement,continuer,lexical,overlap,simple,nonrepeated,1,3,0.48
D05_10BF52_22,ovvio,agreement,continuer,lexical,overlap,simple,nonrepeated,1,2,0.36
D05_10BF52_28,sì,agreement,continuer,lexical,overlap,simple,nonrepeated,1,1,0.33
D02_04BM56_192,no no no eh sì,agreement,incipient speakership,mixed,overlap,multiunit,repeated,5,5,1.44
D05_10BF52_36,no,agreement,continuer,lexical,silence,simple,nonrepeated,1,1,0.19
D05_10BF52_38,sì,agreement,continuer,lexical,overlap,simple,nonrepeated,1,1,0.33
D02_04BM56_222,sì sì,agreement,incipient speakership,lexical,overlap,multiunit,repeated,2,2,0.43
D05_10BF52_40,sì,agreement,continuer,lexical,overlap,simple,nonrepeated,1,1,0.34
D05_10BF52_42,sì,agreement,continuer,lexical,overlap,simple,nonrepeated,1,1,0.41
D05_10BF52_46,sì,agreement,continuer,lexical,silence,simple,nonrepeated,1,1,0.3
D05_10BF52_52,sì,agreement,continuer,lexical,silence,simple,nonrepeated,1,1,0.29
D02_04BM56_232,sì sì,agreement,incipient speakership,lexical,overlap,multiunit,repeated,2,2,0.35
D02_04BM56_238,ah beh certo,agreement,incipient speakership,mixed,overlap,multiunit,nonrepeated,3,4,0.91
D05_10BF52_54,sì,agreement,continuer,lexical,silence,simple,nonrepeated,1,1,0.36
D02_04BM56_248,ah va beh certo,agreement,incipient speakership,mixed,silence,multiunit,nonrepeated,3,5,0.87
D05_10BF52_66,eh,agreement,continuer,nonlexical,silence,simple,nonrepeated,1,1,0.16
D05_10BF52_68,sì,agreement,continuer,lexical,silence,simple,nonrepeated,1,1,0.19
D02_04BM56_250,sì sì sì,agreement,incipient speakership,lexical,silence,multiunit,repeated,3,3,0.74
D05_10BF52_72,sì,agreement,continuer,lexical,overlap,simple,nonrepeated,1,1,0.31
D05_10BF52_76,mh,agreement,continuer,nonlexical,overlap,simple,nonrepeated,1,1,0.26
D05_10BF52_78,mh,agreement,continuer,nonlexical,silence,simple,nonrepeated,1,1,0.18
D05_10BF52_90,è vero,agreement,continuer,lexical,overlap,simple,nonrepeated,1,11,0.49
D05_10BF52_92,certo,agreement,continuer,lexical,silence,simple,nonrepeated,1,2,0.53
D06_11LF28_6,sì,agreement,continuer,lexical,overlap,simple,nonrepeated,1,1,0.4
D02_04BM56_252,sì eh beh,agreement,incipient speakership,mixed,overlap,multiunit,nonrepeated,3,3,0.45
D02_04BM56_256,sì sì,agreement,incipient speakership,lexical,overlap,multiunit,repeated,2,2,0.36
D06_11LF28_8,sì,agreement,continuer,lexical,overlap,simple,nonrepeated,1,1,0.35
D06_11LF28_10,infatti,agreement,continuer,lexical,overlap,simple,nonrepeated,1,3,0.68
D06_11LF28_16,sì,agreement,continuer,lexical,overlap,simple,nonrepeated,1,1,0.28
D02_04BM56_262,sì sì,agreement,incipient speakership,lexical,silence,multiunit,repeated,2,2,0.41
D06_11LF28_24,sì,agreement,continuer,lexical,silence,simple,nonrepeated,1,1,0.33
D02_04BM56_286,ah beh sì,agreement,incipient speakership,mixed,overlap,multiunit,nonrepeated,3,3,0.65
D04_07BF55_90,sì sì sì eh beh sì ,agreement,incipient speakership,mixed,overlap,multiunit,repeated,6,6,1.77
D04_08BF55_20,sì sì,agreement,incipient speakership,lexical,overlap,multiunit,repeated,2,2,0.33
D06_11LF28_26,sì,agreement,continuer,lexical,overlap,simple,nonrepeated,1,1,0.41
D04_08BF55_28,no no no,agreement,incipient speakership,lexical,overlap,multiunit,repeated,3,3,0.56
D06_11LF28_30,ecco,agreement,continuer,lexical,silence,simple,nonrepeated,1,2,0.49
D06_11LF28_62,sì,agreement,continuer,lexical,overlap,simple,nonrepeated,1,1,0.3
D06_11LF28_64,sì,agreement,continuer,lexical,overlap,simple,nonrepeated,1,1,0.24
D06_11LF28_70,eh,agreement,continuer,nonlexical,silence,simple,nonrepeated,1,1,0.28
D04_08BF55_34,sì sì,agreement,incipient speakership,lexical,overlap,multiunit,repeated,2,2,0.42
D08_15BM22_64,esatto,agreement,continuer,lexical,overlap,simple,nonrepeated,1,3,0.62
D08_16BF22_64,sì,agreement,continuer,lexical,silence,simple,nonrepeated,1,1,0.29
D08_16BF22_92,eh,agreement,continuer,nonlexical,silence,simple,nonrepeated,1,1,0.11
D08_16BF22_94,mh,agreement,continuer,nonlexical,overlap,simple,nonrepeated,1,1,0.17
D08_16BF22_140,certo,agreement,continuer,lexical,silence,simple,nonrepeated,1,2,0.46
D08_16BF22_150,ovvio,agreement,continuer,lexical,overlap,simple,nonrepeated,1,2,0.4
D08_16BF22_152,certo,agreement,continuer,lexical,overlap,simple,nonrepeated,1,2,0.4
D04_08BF55_50,sì sì,agreement,incipient speakership,lexical,overlap,multiunit,repeated,2,2,0.36
D11_22BM51_10,certo,agreement,continuer,lexical,overlap,simple,nonrepeated,1,2,0.44
D11_22BM51_14,esatto,agreement,continuer,lexical,overlap,simple,nonrepeated,1,3,0.46
D12_23LM30_32,è vero,agreement,continuer,lexical,overlap,simple,nonrepeated,1,3,0.49
D12_23LM30_48,sì,agreement,continuer,lexical,overlap,simple,nonrepeated,1,1,0.24
D04_08BF55_54,sì sì,agreement,incipient speakership,lexical,overlap,multiunit,repeated,2,2,0.52
D12_23LM30_58,sì,agreement,continuer,lexical,silence,simple,nonrepeated,1,1,0.27
D04_08BF55_114,no no no no,agreement,incipient speakership,lexical,overlap,multiunit,repeated,4,4,0.75
D04_08BF55_116,sì sì,agreement,incipient speakership,lexical,overlap,multiunit,repeated,2,2,0.31
D13_25LF23_90,certo,agreement,continuer,lexical,overlap,simple,nonrepeated,1,2,0.51
D13_25LF23_96,sì,agreement,continuer,lexical,silence,simple,nonrepeated,1,1,0.17
D13_25LF23_98,sì,agreement,continuer,lexical,overlap,simple,nonrepeated,1,1,0.19
D13_25LF23_202,esatto,agreement,continuer,lexical,overlap,simple,nonrepeated,1,3,0.56
D13_26BF24_4,esatto,agreement,continuer,lexical,overlap,simple,nonrepeated,1,3,0.61
D13_26BF24_12,giusto,agreement,continuer,lexical,silence,simple,nonrepeated,1,2,0.45
D04_08BF55_166,sì sì sì,agreement,incipient speakership,lexical,overlap,multiunit,repeated,3,3,0.62
D13_26BF24_40,esatto,agreement,continuer,lexical,overlap,simple,nonrepeated,1,3,0.67
D13_26BF24_42,esatto,agreement,continuer,lexical,overlap,simple,nonrepeated,1,3,0.46
D13_26BF24_50,esatto,agreement,continuer,lexical,silence,simple,nonrepeated,1,3,0.57
D13_26BF24_52,esatto,agreement,continuer,lexical,overlap,simple,nonrepeated,1,3,0.48
D13_26BF24_54,infatti,agreement,continuer,lexical,silence,simple,nonrepeated,1,3,0.57
D13_26BF24_76,eh,agreement,continuer,nonlexical,overlap,simple,nonrepeated,1,1,0.06
D13_26BF24_100,infatti,agreement,continuer,lexical,overlap,simple,nonrepeated,1,3,0.55
D13_26BF24_102,esatto,agreement,continuer,lexical,overlap,simple,nonrepeated,1,3,0.56
D13_26BF24_108,esatto,agreement,continuer,lexical,overlap,simple,nonrepeated,1,3,0.58
D15_29BF21_10,sì,agreement,continuer,lexical,silence,simple,nonrepeated,1,1,0.24
D15_29BF21_18,sì,agreement,continuer,lexical,silence,simple,nonrepeated,1,1,0.31
D15_29BF21_20,sì,agreement,continuer,lexical,overlap,simple,nonrepeated,1,1,0.57
D04_08BF55_172,sì esatto,agreement,incipient speakership,lexical,overlap,multiunit,nonrepeated,2,4,1.12
D15_29BF21_24,certo,agreement,continuer,lexical,overlap,simple,nonrepeated,1,2,0.47
D04_08BF55_180,no no no no no,agreement,incipient speakership,lexical,overlap,multiunit,repeated,5,5,1.54
D15_29BF21_36,perfetto,agreement,continuer,lexical,silence,simple,nonrepeated,1,3,0.78
D04_08BF55_206,sì sì no,agreement,incipient speakership,lexical,silence,multiunit,repeated,3,3,0.7
D15_29BF21_74,sì,agreement,continuer,lexical,silence,simple,nonrepeated,1,1,0.34
D15_29BF21_82,infatti,agreement,continuer,lexical,overlap,simple,nonrepeated,1,6,0.65
D04_08BF55_246,no no,agreement,incipient speakership,lexical,overlap,multiunit,repeated,2,2,0.3
D05_09BF52_38,eh sì,agreement,incipient speakership,mixed,silence,multiunit,nonrepeated,2,2,0.36
D15_29BF21_84,no,agreement,continuer,lexical,overlap,simple,nonrepeated,1,1,0.28
D15_29BF21_86,certo,agreement,continuer,lexical,overlap,simple,nonrepeated,1,2,0.5
D15_29BF21_156,sì,agreement,continuer,lexical,overlap,simple,nonrepeated,1,1,0.32
D05_09BF52_50,sì sì sì sì,agreement,incipient speakership,lexical,overlap,multiunit,repeated,4,4,1.07
D15_29BF21_164,sì,agreement,continuer,lexical,silence,simple,nonrepeated,1,1,0.29
D15_29BF21_166,sì,agreement,continuer,lexical,silence,simple,nonrepeated,1,1,0.22
D15_29BF21_178,sì,agreement,continuer,lexical,silence,simple,nonrepeated,1,1,0.28
D01_01BF47_16,ahm,assessment,continuer,nonlexical,overlap,simple,nonrepeated,1,1,0.41
D01_01BF47_22,no,assessment,continuer,lexical,silence,simple,nonrepeated,1,1,0.41
D01_02BF47_2,sì,assessment,incipient speakership,lexical,silence,simple,nonrepeated,1,1,0.79
D01_02BF47_36,sì,assessment,incipient speakership,lexical,silence,simple,nonrepeated,1,1,0.44
D01_02BF47_182,mah,assessment,continuer,nonlexical,overlap,simple,nonrepeated,1,1,0.46
D05_09BF52_80,sì sì sì sì,agreement,incipient speakership,lexical,overlap,multiunit,repeated,5,4,1.22
D02_04BM56_100,ah,assessment,continuer,lexical,overlap,simple,nonrepeated,1,1,0.27
D02_04BM56_148,certo,assessment,continuer,lexical,overlap,simple,nonrepeated,1,2,1.02
D04_07BF55_66,eh,assessment,continuer,nonlexical,overlap,simple,nonrepeated,1,1,0.92
D04_07BF55_74,eh,assessment,continuer,nonlexical,overlap,simple,nonrepeated,1,1,0.34
D04_07BF55_112,ah,assessment,continuer,nonlexical,silence,simple,nonrepeated,1,1,0.14
D04_08BF55_150,eh,assessment,continuer,nonlexical,overlap,simple,nonrepeated,1,1,0.26
D04_08BF55_152,eh sì,assessment,continuer,nonlexical,overlap,simple,nonrepeated,1,2,0.36
D04_08BF55_184,eh,assessment,incipient speakership,nonlexical,overlap,simple,nonrepeated,1,1,0.19
D04_08BF55_222,eh,assessment,continuer,nonlexical,overlap,simple,nonrepeated,1,1,0.52
D05_09BF52_60,mh,assessment,continuer,nonlexical,overlap,simple,nonrepeated,1,1,0.28
D05_09BF52_66,oddio,assessment,continuer,lexical,overlap,simple,nonrepeated,1,3,0.39
D05_10BF52_10,pensa,assessment,continuer,lexical,overlap,simple,nonrepeated,1,2,0.51
D06_11LF28_44,ah ok,assessment,continuer,nonlexical,overlap,simple,nonrepeated,1,3,0.96
D06_11LF28_50,mh,assessment,continuer,nonlexical,silence,simple,nonrepeated,1,1,0.2
D06_12LF30_18,ahia,assessment,continuer,nonlexical,overlap,simple,nonrepeated,1,2,0.52
D06_12LF30_28,ah,assessment,incipient speakership,nonlexical,silence,simple,nonrepeated,1,1,0.37
D06_12LF30_38,bah ,assessment,continuer,nonlexical,overlap,simple,nonrepeated,1,1,1.15
D06_12LF30_42,ah,assessment,incipient speakership,nonlexical,overlap,simple,nonrepeated,1,1,0.49
D06_12LF30_44,ma va,assessment,incipient speakership,nonlexical,silence,simple,nonrepeated,1,2,0.93
D08_15BM22_10,ah,assessment,continuer,nonlexical,overlap,simple,nonrepeated,1,1,0.38
D08_15BM22_90,ma va,assessment,continuer,lexical,silence,simple,nonrepeated,1,2,0.42
D08_16BF22_12,mhmh,assessment,continuer,nonlexical,overlap,simple,nonrepeated,1,2,0.41
D08_16BF22_22,eh,assessment,continuer,nonlexical,overlap,simple,nonrepeated,1,1,0.18
D08_16BF22_28,ah,assessment,continuer,nonlexical,overlap,simple,nonrepeated,1,1,0.56
D08_16BF22_36,mh,assessment,continuer,nonlexical,overlap,simple,nonrepeated,1,1,0.16
D08_16BF22_48,ma va,assessment,continuer,lexical,overlap,simple,nonrepeated,1,2,0.31
D06_11LF28_74,sì sì,agreement,incipient speakership,lexical,silence,multiunit,repeated,2,2,0.46
D08_16BF22_52,what,assessment,continuer,lexical,overlap,simple,nonrepeated,1,1,0.44
D08_16BF22_88,mh,assessment,continuer,nonlexical,overlap,simple,nonrepeated,1,1,0.32
D08_16BF22_102,dai,assessment,continuer,lexical,silence,simple,nonrepeated,1,1,0.39
D08_16BF22_104,mh,assessment,continuer,nonlexical,overlap,simple,nonrepeated,1,1,0.44
D08_16BF22_110,ah,assessment,incipient speakership,nonlexical,overlap,simple,nonrepeated,1,1,0.3
D08_15BM22_78,sì sì,agreement,incipient speakership,lexical,silence,multiunit,repeated,2,2,0.52
D08_16BF22_112,ma va,assessment,continuer,lexical,overlap,simple,nonrepeated,1,2,0.56
D08_16BF22_114,ma dai,assessment,continuer,lexical,silence,simple,nonrepeated,1,2,0.42
D08_16BF22_122,ma va,assessment,continuer,lexical,overlap,simple,nonrepeated,1,2,0.41
D08_16BF22_138,eh no,agreement,incipient speakership,mixed,silence,multiunit,nonrepeated,2,2,0.27
D08_16BF22_126,ma va,assessment,continuer,lexical,silence,simple,nonrepeated,1,2,0.42
D11_21BM60_28,sì sì,agreement,incipient speakership,lexical,overlap,multiunit,repeated,2,2,0.32
D08_16BF22_156,mh,assessment,continuer,nonlexical,silence,simple,nonrepeated,1,1,0.19
D08_16BF22_168,ma va,assessment,continuer,lexical,overlap,simple,nonrepeated,1,2,0.9
D11_21BM60_32,mah,assessment,continuer,nonlexical,overlap,simple,nonrepeated,1,1,0.31
D11_21BM60_50,mah,assessment,incipient speakership,nonlexical,overlap,simple,nonrepeated,1,1,0.17
D12_23LM30_16,ah,assessment,continuer,nonlexical,overlap,simple,nonrepeated,1,1,0.18
D12_23LM30_22,ah,assessment,continuer,nonlexical,overlap,simple,nonrepeated,1,1,0.36
D11_21BM60_30,no ma certo,agreement,incipient speakership,lexical,overlap,multiunit,nonrepeated,3,4,0.63
D11_21BM60_34,eh certo,agreement,incipient speakership,mixed,silence,multiunit,nonrepeated,2,3,0.92
D12_23LM30_26,ah,assessment,continuer,nonlexical,overlap,simple,nonrepeated,1,1,0.72
D12_24LF27_42,ah,assessment,incipient speakership,nonlexical,silence,simple,nonrepeated,1,1,0.18
D13_25LF23_94,eh,assessment,continuer,nonlexical,overlap,simple,nonrepeated,1,1,0.27
D13_25LF23_112,dai,assessment,continuer,lexical,silence,simple,nonrepeated,1,1,0.29
D13_25LF23_128,dai,assessment,continuer,lexical,overlap,simple,nonrepeated,1,1,0.43
D13_26BF24_68,ma va,assessment,continuer,lexical,overlap,simple,nonrepeated,1,2,0.31
D13_26BF24_72,beh,assessment,continuer,lexical,silence,simple,nonrepeated,1,1,0.11
D11_21BM60_44,sì sì sì,agreement,incipient speakership,lexical,overlap,multiunit,repeated,3,3,0.55
D13_26BF24_78,mh,assessment,continuer,nonlexical,overlap,simple,nonrepeated,1,1,0.48
D13_26BF24_80,ah,assessment,continuer,nonlexical,overlap,simple,nonrepeated,1,1,0.5
D13_26BF24_82,eheh,assessment,continuer,nonlexical,overlap,simple,nonrepeated,1,2,0.56
D11_21BM60_48,no no,agreement,incipient speakership,lexical,overlap,multiunit,repeated,2,2,0.31
D15_29BF21_94,ah,assessment,incipient speakership,nonlexical,overlap,simple,nonrepeated,1,1,0.24
D15_29BF21_102,ah,assessment,continuer,nonlexical,silence,simple,nonrepeated,1,1,0.21
D01_02BF47_72,ma dai,continuer,continuer,lexical,overlap,simple,nonrepeated,1,2,0.61
D01_02BF47_112,no,continuer,continuer,lexical,overlap,simple,nonrepeated,1,1,0.16
D08_15BM22_114,sì,continuer,continuer,lexical,overlap,simple,nonrepeated,1,1,0.29
D01_02BF47_226,sì,agreement,incipient speakership,lexical,overlap,simple,nonrepeated,1,1,0.4
D01_02BF47_284,esatto,agreement,incipient speakership,lexical,silence,simple,nonrepeated,1,3,0.54
D01_02BF47_286,esatto,agreement,incipient speakership,lexical,overlap,simple,nonrepeated,1,3,0.51
D02_03BM59_2,sì,agreement,incipient speakership,lexical,overlap,simple,nonrepeated,1,1,0.19
D11_21BM60_52,sì sì sì sì,agreement,incipient speakership,lexical,overlap,multiunit,repeated,4,4,0.65
D02_03BM59_8,sì,agreement,incipient speakership,lexical,overlap,simple,nonrepeated,1,1,0.26
D02_03BM59_26,sì,agreement,incipient speakership,lexical,silence,simple,nonrepeated,1,1,0.15
D02_03BM59_30,sì,agreement,incipient speakership,lexical,overlap,simple,nonrepeated,1,1,0.13
D02_03BM59_40,sì,agreement,incipient speakership,lexical,silence,simple,nonrepeated,1,1,0.19
D11_21BM60_58,sì sì sì,agreement,incipient speakership,lexical,overlap,multiunit,repeated,3,3,0.43
D02_03BM59_50,sì,agreement,incipient speakership,lexical,overlap,simple,nonrepeated,1,1,0.19
D02_03BM59_58,sì,agreement,incipient speakership,lexical,overlap,simple,nonrepeated,1,1,0.26
D02_03BM59_62,sì,agreement,incipient speakership,lexical,overlap,simple,nonrepeated,1,1,0.32
D02_03BM59_72,sì,agreement,incipient speakership,lexical,overlap,simple,nonrepeated,1,1,0.15
D02_03BM59_86,sì,agreement,incipient speakership,lexical,overlap,simple,nonrepeated,1,1,0.3
D02_03BM59_90,esatto,agreement,incipient speakership,lexical,overlap,simple,nonrepeated,1,3,0.46
D02_03BM59_94,sì ma,agreement,incipient speakership,lexical,overlap,simple,nonrepeated,1,2,0.14
D02_03BM59_96,certo,agreement,incipient speakership,lexical,overlap,simple,nonrepeated,1,2,0.25
D11_21BM60_66,sì sì,agreement,incipient speakership,lexical,silence,multiunit,repeated,2,2,0.37
D02_03BM59_110,esatto,agreement,incipient speakership,lexical,overlap,simple,nonrepeated,1,3,0.5
D02_04BM56_12,sì,agreement,incipient speakership,lexical,silence,simple,nonrepeated,1,1,0.15
D02_04BM56_30,sì,agreement,incipient speakership,lexical,overlap,simple,nonrepeated,1,1,0.35
D12_23LM30_2,ah è vero,agreement,incipient speakership,mixed,silence,multiunit,nonrepeated,2,4,0.52
D02_04BM56_36,sì,agreement,incipient speakership,lexical,overlap,simple,nonrepeated,1,1,0.14
D02_04BM56_40,è vero,agreement,incipient speakership,lexical,silence,simple,nonrepeated,1,3,0.42
D02_04BM56_60,sì,agreement,incipient speakership,lexical,overlap,simple,nonrepeated,1,1,0.2
D02_04BM56_78,sì,agreement,incipient speakership,lexical,silence,simple,nonrepeated,1,1,0.36
D12_23LM30_60,sì sì sì,agreement,incipient speakership,lexical,overlap,multiunit,repeated,3,3,0.44
D02_04BM56_120,sì,agreement,incipient speakership,lexical,silence,simple,nonrepeated,1,1,0.28
D02_04BM56_128,sì,agreement,incipient speakership,lexical,overlap,simple,nonrepeated,1,1,0.31
D02_04BM56_174,sì,agreement,incipient speakership,lexical,overlap,simple,nonrepeated,1,1,0.32
D02_04BM56_182,esatto,agreement,incipient speakership,lexical,overlap,simple,nonrepeated,1,3,0.52
D02_04BM56_244,sì,agreement,incipient speakership,nonlexical,overlap,simple,nonrepeated,1,1,0.2
D12_24LF27_8,sì sì,agreement,incipient speakership,lexical,overlap,multiunit,repeated,2,2,0.27
D02_04BM56_246,sì,agreement,incipient speakership,lexical,overlap,simple,nonrepeated,1,1,0.39
D02_04BM56_264,sì ecco,agreement,incipient speakership,lexical,silence,simple,nonrepeated,1,3,0.53
D13_25LF23_170,sì sì sì sì sì sì sì,agreement,incipient speakership,lexical,overlap,multiunit,repeated,7,7,1.8
D02_04BM56_266,sì,agreement,incipient speakership,nonlexical,overlap,simple,nonrepeated,1,1,0.21
D02_04BM56_282,sì,agreement,incipient speakership,lexical,overlap,simple,nonrepeated,1,1,0.15
D02_04BM56_284,sì ,agreement,incipient speakership,lexical,overlap,simple,nonrepeated,1,1,0.3
D02_04BM56_294,sì,agreement,incipient speakership,lexical,overlap,simple,nonrepeated,1,1,0.33
D04_07BF55_40,eh,agreement,incipient speakership,nonlexical,overlap,simple,nonrepeated,1,1,0.14
D04_07BF55_42,eh,agreement,incipient speakership,nonlexical,overlap,simple,nonrepeated,1,1,0.16
D04_07BF55_92,esatto,agreement,incipient speakership,lexical,overlap,simple,nonrepeated,1,3,0.53
D04_07BF55_108,sì,agreement,incipient speakership,lexical,overlap,simple,nonrepeated,1,1,0.24
D04_08BF55_60,no,agreement,incipient speakership,lexical,overlap,simple,nonrepeated,1,1,0.21
D04_08BF55_70,sì,agreement,incipient speakership,lexical,overlap,simple,nonrepeated,1,1,0.98
D15_30BM23_16,no no,agreement,incipient speakership,lexical,overlap,multiunit,repeated,2,6,0.3
D04_08BF55_78,sì,agreement,incipient speakership,lexical,silence,simple,nonrepeated,1,1,0.31
D04_08BF55_80,sì,agreement,incipient speakership,nonlexical,overlap,simple,nonrepeated,1,1,0.32
D04_08BF55_82,sì,agreement,incipient speakership,lexical,overlap,simple,nonrepeated,1,1,0.2
D04_08BF55_86,sì,agreement,incipient speakership,lexical,overlap,simple,nonrepeated,1,1,0.13
D04_08BF55_216,esatto,agreement,incipient speakership,lexical,overlap,simple,nonrepeated,1,3,0.55
D04_08BF55_218,esatto,agreement,incipient speakership,lexical,overlap,simple,nonrepeated,1,3,0.49
D05_09BF52_56,no,agreement,incipient speakership,lexical,silence,simple,nonrepeated,1,1,0.27
D05_10BF52_26,sì,agreement,incipient speakership,lexical,overlap,simple,nonrepeated,1,1,0.19
D06_11LF28_12,sì,agreement,incipient speakership,lexical,overlap,simple,nonrepeated,1,1,0.2
D15_30BM23_20,sì sì,agreement,incipient speakership,lexical,silence,multiunit,repeated,2,2,0.38
D06_11LF28_38,sì,agreement,incipient speakership,lexical,silence,simple,nonrepeated,1,1,0.26
D06_12LF30_8,sì,agreement,incipient speakership,lexical,silence,simple,nonrepeated,1,1,0.16
D06_12LF30_22,sì,agreement,incipient speakership,lexical,overlap,simple,nonrepeated,1,1,0.33
D08_15BM22_36,esatto,agreement,incipient speakership,lexical,silence,simple,nonrepeated,1,3,0.5
D08_15BM22_76,esatto,agreement,incipient speakership,lexical,silence,simple,nonrepeated,1,3,0.38
D08_15BM22_80,esatto,agreement,incipient speakership,lexical,overlap,simple,nonrepeated,1,3,0.44
D08_15BM22_122,sì,agreement,incipient speakership,lexical,overlap,simple,nonrepeated,1,1,0.3
D08_16BF22_4,infatti,agreement,incipient speakership,lexical,overlap,simple,nonrepeated,1,3,0.61
D08_16BF22_62,sì,agreement,incipient speakership,lexical,overlap,simple,nonrepeated,1,1,0.6
D08_16BF22_148,certo,agreement,incipient speakership,lexical,overlap,simple,nonrepeated,1,2,0.49
D11_21BM60_10,sì,agreement,incipient speakership,lexical,silence,simple,nonrepeated,1,1,0.17
D11_21BM60_24,sì,agreement,incipient speakership,lexical,silence,simple,nonrepeated,1,1,0.24
D11_21BM60_42,sì,agreement,incipient speakership,lexical,overlap,simple,nonrepeated,1,1,0.19
D12_24LF27_18,no,agreement,incipient speakership,lexical,overlap,simple,nonrepeated,1,1,0.21
D12_24LF27_32,sì,agreement,incipient speakership,lexical,overlap,simple,nonrepeated,1,1,0.19
D12_24LF27_64,sì,agreement,incipient speakership,lexical,overlap,simple,nonrepeated,1,1,0.14
D15_30BM23_24,sì sì,agreement,incipient speakership,lexical,overlap,multiunit,repeated,2,2,0.38
D15_30BM23_68,sì sì,agreement,incipient speakership,lexical,overlap,multiunit,repeated,2,2,0.3
D13_26BF24_62,esatto,agreement,incipient speakership,lexical,silence,simple,nonrepeated,1,3,0.47
D15_30BM23_70,sì sì,agreement,incipient speakership,lexical,silence,multiunit,repeated,2,2,0.3
D15_29BF21_136,esatto,agreement,incipient speakership,lexical,overlap,simple,nonrepeated,1,3,0.59
D15_29BF21_148,sì,agreement,incipient speakership,lexical,silence,simple,nonrepeated,1,1,0.45
D15_29BF21_176,no,agreement,incipient speakership,lexical,overlap,simple,nonrepeated,1,1,0.31
D15_30BM23_2,sì,agreement,incipient speakership,lexical,silence,simple,nonrepeated,1,1,0.17
D15_30BM23_4,embeh,agreement,incipient speakership,nonlexical,silence,simple,nonrepeated,1,2,0.58
D15_30BM23_6,sì,agreement,incipient speakership,lexical,overlap,simple,nonrepeated,1,1,0.21
D15_30BM23_28,sì,agreement,incipient speakership,lexical,overlap,simple,nonrepeated,1,1,0.31
